# color images
# file: 'rgbd_dataset_freiburg2_pioneer_slam3.bag'
# timestamp filename
1311877977.077520 rgb/1311877977.077520.png
1311877977.113269 rgb/1311877977.113269.png
1311877977.145290 rgb/1311877977.145290.png
1311877977.177364 rgb/1311877977.177364.png
1311877977.213305 rgb/1311877977.213305.png
1311877977.245777 rgb/1311877977.245777.png
1311877977.277663 rgb/1311877977.277663.png
1311877977.313321 rgb/1311877977.313321.png
1311877977.345361 rgb/1311877977.345361.png
1311877977.377279 rgb/1311877977.377279.png
1311877977.413210 rgb/1311877977.413210.png
1311877977.445420 rgb/1311877977.445420.png
1311877977.477360 rgb/1311877977.477360.png
1311877977.513388 rgb/1311877977.513388.png
1311877977.545546 rgb/1311877977.545546.png
1311877977.577444 rgb/1311877977.577444.png
1311877977.613330 rgb/1311877977.613330.png
1311877977.645432 rgb/1311877977.645432.png
1311877977.677420 rgb/1311877977.677420.png
1311877977.713395 rgb/1311877977.713395.png
1311877977.745353 rgb/1311877977.745353.png
1311877977.777481 rgb/1311877977.777481.png
1311877977.813645 rgb/1311877977.813645.png
1311877977.845495 rgb/1311877977.845495.png
1311877977.877280 rgb/1311877977.877280.png
1311877977.913522 rgb/1311877977.913522.png
1311877977.945435 rgb/1311877977.945435.png
1311877977.977391 rgb/1311877977.977391.png
1311877978.013400 rgb/1311877978.013400.png
1311877978.045870 rgb/1311877978.045870.png
1311877978.077424 rgb/1311877978.077424.png
1311877978.113431 rgb/1311877978.113431.png
1311877978.145234 rgb/1311877978.145234.png
1311877978.177364 rgb/1311877978.177364.png
1311877978.213320 rgb/1311877978.213320.png
1311877978.245415 rgb/1311877978.245415.png
1311877978.277398 rgb/1311877978.277398.png
1311877978.313419 rgb/1311877978.313419.png
1311877978.345403 rgb/1311877978.345403.png
1311877978.377446 rgb/1311877978.377446.png
1311877978.413262 rgb/1311877978.413262.png
1311877978.445369 rgb/1311877978.445369.png
1311877978.477446 rgb/1311877978.477446.png
1311877978.513411 rgb/1311877978.513411.png
1311877978.545339 rgb/1311877978.545339.png
1311877978.577394 rgb/1311877978.577394.png
1311877978.613563 rgb/1311877978.613563.png
1311877978.645387 rgb/1311877978.645387.png
1311877978.677320 rgb/1311877978.677320.png
1311877978.713395 rgb/1311877978.713395.png
1311877978.745378 rgb/1311877978.745378.png
1311877978.777537 rgb/1311877978.777537.png
1311877978.813507 rgb/1311877978.813507.png
1311877978.845315 rgb/1311877978.845315.png
1311877978.877520 rgb/1311877978.877520.png
1311877978.913364 rgb/1311877978.913364.png
1311877978.945227 rgb/1311877978.945227.png
1311877978.977585 rgb/1311877978.977585.png
1311877979.013398 rgb/1311877979.013398.png
1311877979.045532 rgb/1311877979.045532.png
1311877979.077393 rgb/1311877979.077393.png
1311877979.113517 rgb/1311877979.113517.png
1311877979.145364 rgb/1311877979.145364.png
