# color images
# file: 'rgbd_dataset_freiburg1_floor.bag'
# timestamp filename
1305033527.670034 rgb/1305033527.670034.png
1305033527.701984 rgb/1305033527.701984.png
1305033527.733905 rgb/1305033527.733905.png
1305033527.769943 rgb/1305033527.769943.png
1305033527.801981 rgb/1305033527.801981.png
1305033527.833907 rgb/1305033527.833907.png
1305033527.869941 rgb/1305033527.869941.png
1305033527.901960 rgb/1305033527.901960.png
1305033527.933929 rgb/1305033527.933929.png
1305033527.969980 rgb/1305033527.969980.png
1305033528.002019 rgb/1305033528.002019.png
1305033528.034009 rgb/1305033528.034009.png
1305033528.070091 rgb/1305033528.070091.png
1305033528.102036 rgb/1305033528.102036.png
1305033528.133965 rgb/1305033528.133965.png
1305033528.169886 rgb/1305033528.169886.png
1305033528.202011 rgb/1305033528.202011.png
1305033528.234026 rgb/1305033528.234026.png
1305033528.269953 rgb/1305033528.269953.png
1305033528.301989 rgb/1305033528.301989.png
1305033528.333973 rgb/1305033528.333973.png
1305033528.369960 rgb/1305033528.369960.png
1305033528.402061 rgb/1305033528.402061.png
1305033528.433944 rgb/1305033528.433944.png
1305033528.470018 rgb/1305033528.470018.png
1305033528.502260 rgb/1305033528.502260.png
1305033528.534014 rgb/1305033528.534014.png
1305033528.570001 rgb/1305033528.570001.png
1305033528.601902 rgb/1305033528.601902.png
1305033528.633991 rgb/1305033528.633991.png
1305033528.669999 rgb/1305033528.669999.png
1305033528.702008 rgb/1305033528.702008.png
1305033528.734048 rgb/1305033528.734048.png
1305033528.770045 rgb/1305033528.770045.png
1305033528.801994 rgb/1305033528.801994.png
1305033528.834358 rgb/1305033528.834358.png
1305033528.870165 rgb/1305033528.870165.png
1305033528.902092 rgb/1305033528.902092.png
1305033528.934258 rgb/1305033528.934258.png
1305033528.969917 rgb/1305033528.969917.png
1305033529.002386 rgb/1305033529.002386.png
1305033529.033896 rgb/1305033529.033896.png
1305033529.069872 rgb/1305033529.069872.png
1305033529.101938 rgb/1305033529.101938.png
